"NDCNUM","THRCLDS","THRDTDS","ROADS"
"00005306131","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00005311523","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00005311527","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00005311618","Antibiot, Tetracyclines","Doxycycline","Oral"
"00005311631","Antibiot, Tetracyclines","Doxycycline","Oral"
"00005311965","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005312065","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005312623","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00005313523","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"00005313623","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"00005314423","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314431","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314518","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314531","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314643","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314646","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314649","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314743","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314746","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005314749","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00005322946","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005322960","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005323046","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005323060","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005325023","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005325031","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00005325060","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00005325123","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00005325160","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00005325534","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00005333023","Antibiot, Aminoglycosides","Neomycin Sulfate",NA
"00005333123","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005333223","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005335223","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335323","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335442","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335449","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335540","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335546","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335642","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335649","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335740","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005335746","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00005340623","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"00005340723","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"00005341323","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005341423","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00005358623","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358631","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358723","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358731","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358846","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358860","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358946","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005358960","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00005370046","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005370049","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005370060","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005370665","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005373265","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00005376718","Antibiot, Tetracyclines","Doxycycline",NA
"00005376818","Antibiot, Tetracyclines","Doxycycline","Oral"
"00005376831","Antibiot, Tetracyclines","Doxycycline","Oral"
"00005377923","Antibiot, Penicillins","Cloxacillin",NA
"00005378023","Antibiot, Penicillins","Cloxacillin","Oral"
"00005386523","Antibiot, Penicillins","Penicillin V","Oral"
"00005386534","Antibiot, Penicillins","Penicillin V","Oral"
"00005386560","Antibiot, Penicillins","Penicillin V",NA
"00005386561","Antibiot, Penicillins","Penicillin V","Oral"
"00005386623","Antibiot, Penicillins","Penicillin V","Oral"
"00005386631","Antibiot, Penicillins","Penicillin V","Oral"
"00005386660","Antibiot, Penicillins","Penicillin V",NA
"00005387046","Antibiot, Penicillins","Penicillin V",NA
"00005387049","Antibiot, Penicillins","Penicillin V",NA
"00005387060","Antibiot, Penicillins","Penicillin V",NA
"00005387146","Antibiot, Penicillins","Penicillin V",NA
"00005387149","Antibiot, Penicillins","Penicillin V",NA
"00005387160","Antibiot, Penicillins","Penicillin V",NA
"00005387446","Antibiot, Penicillins","Penicillin V","Oral"
"00005387449","Antibiot, Penicillins","Penicillin V","Oral"
"00005387460","Antibiot, Penicillins","Penicillin V","Oral"
"00005387546","Antibiot, Penicillins","Penicillin V","Oral"
"00005387549","Antibiot, Penicillins","Penicillin V","Oral"
"00005387560","Antibiot, Penicillins","Penicillin V","Oral"
"00005389718","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389723","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389760","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389794","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389840","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389842","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389846","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005389923","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"00005477196","Antibiot, Tetracyclines","Tetracycline",NA
"00005477294","Antibiot, Tetracyclines","Tetracycline",NA
"00005487523","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005487534","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005487559","Antibiot, Tetracyclines","Tetracycline",NA
"00005487560","Antibiot, Tetracyclines","Tetracycline",NA
"00005487564","Antibiot, Tetracyclines","Tetracycline",NA
"00005488023","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005488034","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005488059","Antibiot, Tetracyclines","Tetracycline",NA
"00005488060","Antibiot, Tetracyclines","Tetracycline",NA
"00005488061","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005488063","Antibiot, Tetracyclines","Tetracycline",NA
"00005488065","Antibiot, Tetracyclines","Tetracycline","Oral"
"00005530023","Antibiot, Tetracyclines","Minocycline",NA
"00005530060","Antibiot, Tetracyclines","Minocycline","Oral"
"00005530118","Antibiot, Tetracyclines","Minocycline",NA
"00005530123","Antibiot, Tetracyclines","Minocycline",NA
"00005530160","Antibiot, Tetracyclines","Minocycline",NA
"00005531356","Antibiot, Tetracyclines","Minocycline","Oral"
"00005534323","Antibiot, Tetracyclines","Minocycline","Oral"
"00005534327","Antibiot, Tetracyclines","Minocycline","Oral"
"00005534418","Antibiot, Tetracyclines","Minocycline","Oral"
"00005534427","Antibiot, Tetracyclines","Minocycline","Oral"
"00005535295","Antibiot, Tetracyclines","Tetracycline",NA
"00005535795","Antibiot, Tetracyclines","Tetracycline",NA
"00005541056","Antibiot, Tetracyclines","Tetracycline",NA
"00005541065","Antibiot, Tetracyclines","Tetracycline",NA
"00005544623","Antibiot, Tetracyclines","Tetracycline",NA
"00005920823","Antibiot, Tetracyclines","Demeclocycline",NA
"00005921823","Antibiot, Tetracyclines","Demeclocycline","Oral"
"00005927005","Antibiot, Tetracyclines","Demeclocycline",NA
"00005927029","Antibiot, Tetracyclines","Demeclocycline","Oral"
"00005937523","Antibiot, Tetracyclines","Minocycline","Oral"
"00005937618","Antibiot, Tetracyclines","Minocycline","Oral"
"00006335645","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006335671","Antibiot, Cephalosporin & Rel.","Cefoxitin",NA
"00006335753","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006335773","Antibiot, Cephalosporin & Rel.","Cefoxitin",NA
"00006336871","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006336973","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006338810","Antibiot, Cephalosporin & Rel.","Cefoxitin",NA
"00006338867","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006351458","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006351474","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.",NA
"00006351574","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006351659","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006351675","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.",NA
"00006351775","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006354524","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"00006354725","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"00006354845","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006354953","Antibiot, Cephalosporin & Rel.","Cefoxitin","Injection"
"00006355158","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006355174","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.",NA
"00006355259","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006355275","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.",NA
"00006358275","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intramuscular"
"00006358376","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intramuscular"
"00006366659","Antibiot, B-Lactam Antibiotics","Imipenem/Cilastatin & Comb.","Intravenous"
"00006384371","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"00006384501","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"00006384571","Antibiot, B-Lactam Antibiotics","Ertapenem","Injection"
"00007010117","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010120","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010125","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010217","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010220","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010225","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010357","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010372","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010376","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010457","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010472","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010476","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010601","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007010970","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00007011120","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011130","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011220","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011372","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011376","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011472","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011476","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00007011620","Antibiot, Penicillins","Penicillin V",NA
"00007011625","Antibiot, Penicillins","Penicillin V",NA
"00007011630","Antibiot, Penicillins","Penicillin V",NA
"00007011720","Antibiot, Penicillins","Penicillin V",NA
"00007011872","Antibiot, Penicillins","Penicillin V",NA
"00007011876","Antibiot, Penicillins","Penicillin V",NA
"00007011972","Antibiot, Penicillins","Penicillin V",NA
"00007011976","Antibiot, Penicillins","Penicillin V",NA
"00007012556","Antibiot, Tetracyclines","Tetracycline",NA
"00007012620","Antibiot, Tetracyclines","Tetracycline",NA
"00007012630","Antibiot, Tetracyclines","Tetracycline",NA
"00007012720","Antibiot, Tetracyclines","Tetracycline",NA
"00007034715","Antibiot, Tetracyclines","Doxycycline",NA
"00007034815","Antibiot, Tetracyclines","Doxycycline",NA
"00007034825","Antibiot, Tetracyclines","Doxycycline",NA
"00007036720","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00007036725","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00007036920","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00007042620","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00007042625","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00007313001","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313016","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313076","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313101","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"00007313116","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313176","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313201","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"00007313505","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313576","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313605","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313705","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313776","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00007313805","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"00007314204","Antibiot, Cephalosporin & Rel.","Cefazolin","Intravenous"
"00007314304","Antibiot, Cephalosporin & Rel.","Cefazolin","Intravenous"
"00007317020","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317021","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317112","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317120","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317121","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317472","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007317572","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00007435101","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435301","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435376","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435411","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435476","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435611","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007435676","Antibiot, Cephalosporin & Rel.","Cefonicid","Injection"
"00007508216","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508276","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508311","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508376","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508411","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508476","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508511","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508576","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508611","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508676","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508804","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007508904","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007509016","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007509111","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"00007518005","Antibiotics, Misc","Retapamulin","Topical application"
"00007518010","Antibiotics, Misc","Retapamulin","Topical application"
"00007518022","Antibiotics, Misc","Retapamulin","Topical application"
"00007518025","Antibiotics, Misc","Retapamulin","Topical application"
"00008000406","Antibiot, Penicillins","Penicillin V","Oral"
"00008000407","Antibiot, Penicillins","Penicillin V","Oral"
"00008001807","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008001808","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"00008001810","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"00008001812","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008001834","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008001835","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002107","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"00008002108","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"00008002111","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002112","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002113","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002135","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002137","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002613","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002614","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002616","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002617","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"00008002618","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002619","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002621","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00008002622","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002635","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002636","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008002637","Antibiot, Penicillins","Penicillin G & Comb.","Intramuscular"
"00008003603","Antibiot, Penicillins","Penicillin V","Oral"
"00008003604","Antibiot, Penicillins","Penicillin V","Oral"
"00008003605","Antibiot, Penicillins","Penicillin V","Oral"
"00008003608","Antibiot, Penicillins","Penicillin V",NA
"00008005303","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00008005305","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00008005401","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00008005402","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"00008005403","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
