COND,DX,ICD,ICD_DESC
SSTI,L02434,0,Carbuncle of left upper limb
SSTI,L02435,0,Carbuncle of right lower limb
SSTI,L02436,0,Carbuncle of left lower limb
SSTI,L02439,0,"Carbuncle of limb, unspecified"
SSTI,L02511,0,Cutaneous abscess of right hand
SSTI,L02512,0,Cutaneous abscess of left hand
SSTI,L02519,0,Cutaneous abscess of unspecified hand
SSTI,L02521,0,Furuncle right hand
SSTI,L02522,0,Furuncle left hand
SSTI,L02529,0,Furuncle unspecified hand
SSTI,L02531,0,Carbuncle of right hand
SSTI,L02532,0,Carbuncle of left hand
SSTI,L02539,0,Carbuncle of unspecified hand
SSTI,L02611,0,Cutaneous abscess of right foot
SSTI,L02612,0,Cutaneous abscess of left foot
SSTI,L02619,0,Cutaneous abscess of unspecified foot
SSTI,L02621,0,Furuncle of right foot
SSTI,L02622,0,Furuncle of left foot
SSTI,L02629,0,Furuncle of unspecified foot
SSTI,L02631,0,Carbuncle of right foot
SSTI,L02632,0,Carbuncle of left foot
SSTI,L02639,0,Carbuncle of unspecified foot
SSTI,L02811,0,"Cutaneous abscess of head [any part, except face]"
SSTI,L02818,0,Cutaneous abscess of other sites
SSTI,L02821,0,"Furuncle of head [any part, except face]"
SSTI,L02828,0,Furuncle of other sites
SSTI,L02831,0,"Carbuncle of head [any part, except face]"
SSTI,L02838,0,Carbuncle of other sites
SSTI,L0291,0,"Cutaneous abscess, unspecified"
SSTI,L0292,0,"Furuncle, unspecified"
SSTI,L0293,0,"Carbuncle, unspecified"
SSTI,L03011,0,Cellulitis of right finger
SSTI,L03012,0,Cellulitis of left finger
SSTI,L03019,0,Cellulitis of unspecified finger
SSTI,L03021,0,Acute lymphangitis of right finger
SSTI,L03022,0,Acute lymphangitis of left finger
SSTI,L03029,0,Acute lymphangitis of unspecified finger
SSTI,L03031,0,Cellulitis of right toe
SSTI,L03032,0,Cellulitis of left toe
SSTI,L03039,0,Cellulitis of unspecified toe
SSTI,L03041,0,Acute lymphangitis of right toe
SSTI,L03042,0,Acute lymphangitis of left toe
SSTI,L03049,0,Acute lymphangitis of unspecified toe
SSTI,L03111,0,Cellulitis of right axilla
SSTI,L03112,0,Cellulitis of left axilla
SSTI,L03113,0,Cellulitis of right upper limb
SSTI,L03114,0,Cellulitis of left upper limb
SSTI,L03115,0,Cellulitis of right lower limb
SSTI,L03116,0,Cellulitis of left lower limb
SSTI,L03119,0,Cellulitis of unspecified part of limb
SSTI,L03121,0,Acute lymphangitis of right axilla
SSTI,L03122,0,Acute lymphangitis of left axilla
SSTI,L03123,0,Acute lymphangitis of right upper limb
SSTI,L03124,0,Acute lymphangitis of left upper limb
SSTI,L03125,0,Acute lymphangitis of right lower limb
SSTI,L03126,0,Acute lymphangitis of left lower limb
SSTI,L03129,0,Acute lymphangitis of unspecified part of limb
SSTI,L03211,0,Cellulitis of face
SSTI,L03212,0,Acute lymphangitis of face
SSTI,L03213,0,Periorbital cellulitis
SSTI,L03221,0,Cellulitis of neck
SSTI,L03222,0,Acute lymphangitis of neck
SSTI,L03311,0,Cellulitis of abdominal wall
SSTI,L03312,0,Cellulitis of back [any part except buttock]
SSTI,L03313,0,Cellulitis of chest wall
SSTI,L03314,0,Cellulitis of groin
SSTI,L03315,0,Cellulitis of perineum
SSTI,L03316,0,Cellulitis of umbilicus
SSTI,L03317,0,Cellulitis of buttock
SSTI,L03319,0,"Cellulitis of trunk, unspecified"
SSTI,L03321,0,Acute lymphangitis of abdominal wall
SSTI,L03322,0,Acute lymphangitis of back [any part except buttock]
SSTI,L03323,0,Acute lymphangitis of chest wall
SSTI,L03324,0,Acute lymphangitis of groin
SSTI,L03325,0,Acute lymphangitis of perineum
SSTI,L03326,0,Acute lymphangitis of umbilicus
SSTI,L03327,0,Acute lymphangitis of buttock
SSTI,L03329,0,"Acute lymphangitis of trunk, unspecified"
SSTI,L03811,0,"Cellulitis of head [any part, except face]"
SSTI,L03818,0,Cellulitis of other sites
SSTI,L03891,0,"Acute lymphangitis of head [any part, except face]"
SSTI,L03898,0,Acute lymphangitis of other sites
SSTI,L0390,0,"Cellulitis, unspecified"
SSTI,L0391,0,"Acute lymphangitis, unspecified"
SSTI,L040,0,"Acute lymphadenitis of face, head and neck"
SSTI,L041,0,Acute lymphadenitis of trunk
SSTI,L042,0,Acute lymphadenitis of upper limb
SSTI,L043,0,Acute lymphadenitis of lower limb
SSTI,L048,0,Acute lymphadenitis of other sites
SSTI,L049,0,"Acute lymphadenitis, unspecified"
SSTI,L0501,0,Pilonidal cyst with abscess
SSTI,L0502,0,Pilonidal sinus with abscess
SSTI,L0591,0,Pilonidal cyst without abscess
SSTI,L0592,0,Pilonidal sinus without abscess
SSTI,L080,0,Pyoderma
SSTI,L081,0,Erythrasma
SSTI,L0881,0,Pyoderma vegetans
SSTI,L0882,0,Omphalitis not of newborn
SSTI,L0889,0,Other specified local infections of the skin and subcutaneous tissue
SSTI,L089,0,"Local infection of the skin and subcutaneous tissue, unspecified"
SSTI,L303,0,Infective dermatitis
Bacterial infection (other),M0000,0,"Staphylococcal arthritis, unspecified joint"
Bacterial infection (other),M0000,0,"Staphylococcal arthritis, unspecified joint"
Bacterial infection (other),M00011,0,"Staphylococcal arthritis, right shoulder"
Bacterial infection (other),M00011,0,"Staphylococcal arthritis, right shoulder"
Bacterial infection (other),M00012,0,"Staphylococcal arthritis, left shoulder"
Bacterial infection (other),M00012,0,"Staphylococcal arthritis, left shoulder"
Bacterial infection (other),M00019,0,"Staphylococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00019,0,"Staphylococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00021,0,"Staphylococcal arthritis, right elbow"
Bacterial infection (other),M00021,0,"Staphylococcal arthritis, right elbow"
Bacterial infection (other),M00022,0,"Staphylococcal arthritis, left elbow"
Bacterial infection (other),M00022,0,"Staphylococcal arthritis, left elbow"
Bacterial infection (other),M00029,0,"Staphylococcal arthritis, unspecified elbow"
Bacterial infection (other),M00029,0,"Staphylococcal arthritis, unspecified elbow"
Bacterial infection (other),M00031,0,"Staphylococcal arthritis, right wrist"
Bacterial infection (other),M00031,0,"Staphylococcal arthritis, right wrist"
Bacterial infection (other),M00032,0,"Staphylococcal arthritis, left wrist"
Bacterial infection (other),M00032,0,"Staphylococcal arthritis, left wrist"
Bacterial infection (other),M00039,0,"Staphylococcal arthritis, unspecified wrist"
Bacterial infection (other),M00039,0,"Staphylococcal arthritis, unspecified wrist"
Bacterial infection (other),M00041,0,"Staphylococcal arthritis, right hand"
Bacterial infection (other),M00041,0,"Staphylococcal arthritis, right hand"
Bacterial infection (other),M00042,0,"Staphylococcal arthritis, left hand"
Bacterial infection (other),M00042,0,"Staphylococcal arthritis, left hand"
Bacterial infection (other),M00049,0,"Staphylococcal arthritis, unspecified hand"
Bacterial infection (other),M00049,0,"Staphylococcal arthritis, unspecified hand"
Bacterial infection (other),M00051,0,"Staphylococcal arthritis, right hip"
Bacterial infection (other),M00051,0,"Staphylococcal arthritis, right hip"
Bacterial infection (other),M00052,0,"Staphylococcal arthritis, left hip"
Bacterial infection (other),M00052,0,"Staphylococcal arthritis, left hip"
Bacterial infection (other),M00059,0,"Staphylococcal arthritis, unspecified hip"
Bacterial infection (other),M00059,0,"Staphylococcal arthritis, unspecified hip"
Bacterial infection (other),M00061,0,"Staphylococcal arthritis, right knee"
Bacterial infection (other),M00061,0,"Staphylococcal arthritis, right knee"
Bacterial infection (other),M00062,0,"Staphylococcal arthritis, left knee"
Bacterial infection (other),M00062,0,"Staphylococcal arthritis, left knee"
Bacterial infection (other),M00069,0,"Staphylococcal arthritis, unspecified knee"
Bacterial infection (other),M00069,0,"Staphylococcal arthritis, unspecified knee"
Bacterial infection (other),M00071,0,"Staphylococcal arthritis, right ankle and foot"
Bacterial infection (other),M00071,0,"Staphylococcal arthritis, right ankle and foot"
Bacterial infection (other),M00072,0,"Staphylococcal arthritis, left ankle and foot"
Bacterial infection (other),M00072,0,"Staphylococcal arthritis, left ankle and foot"
Bacterial infection (other),M00079,0,"Staphylococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M00079,0,"Staphylococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M0008,0,"Staphylococcal arthritis, vertebrae"
Bacterial infection (other),M0008,0,"Staphylococcal arthritis, vertebrae"
Bacterial infection (other),M0009,0,Staphylococcal polyarthritis
Bacterial infection (other),M0009,0,Staphylococcal polyarthritis
Bacterial infection (other),M0010,0,"Pneumococcal arthritis, unspecified joint"
Bacterial infection (other),M0010,0,"Pneumococcal arthritis, unspecified joint"
Bacterial infection (other),M00111,0,"Pneumococcal arthritis, right shoulder"
Bacterial infection (other),M00111,0,"Pneumococcal arthritis, right shoulder"
Bacterial infection (other),M00112,0,"Pneumococcal arthritis, left shoulder"
Bacterial infection (other),M00112,0,"Pneumococcal arthritis, left shoulder"
Bacterial infection (other),M00119,0,"Pneumococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00119,0,"Pneumococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00121,0,"Pneumococcal arthritis, right elbow"
Bacterial infection (other),M00121,0,"Pneumococcal arthritis, right elbow"
Bacterial infection (other),M00122,0,"Pneumococcal arthritis, left elbow"
Bacterial infection (other),M00122,0,"Pneumococcal arthritis, left elbow"
Bacterial infection (other),M00129,0,"Pneumococcal arthritis, unspecified elbow"
Bacterial infection (other),M00129,0,"Pneumococcal arthritis, unspecified elbow"
Bacterial infection (other),M00131,0,"Pneumococcal arthritis, right wrist"
Bacterial infection (other),M00131,0,"Pneumococcal arthritis, right wrist"
Bacterial infection (other),M00132,0,"Pneumococcal arthritis, left wrist"
Bacterial infection (other),M00132,0,"Pneumococcal arthritis, left wrist"
Bacterial infection (other),M00139,0,"Pneumococcal arthritis, unspecified wrist"
Bacterial infection (other),M00139,0,"Pneumococcal arthritis, unspecified wrist"
Bacterial infection (other),M00141,0,"Pneumococcal arthritis, right hand"
Bacterial infection (other),M00141,0,"Pneumococcal arthritis, right hand"
Bacterial infection (other),M00142,0,"Pneumococcal arthritis, left hand"
Bacterial infection (other),M00142,0,"Pneumococcal arthritis, left hand"
Bacterial infection (other),M00149,0,"Pneumococcal arthritis, unspecified hand"
Bacterial infection (other),M00149,0,"Pneumococcal arthritis, unspecified hand"
Bacterial infection (other),M00151,0,"Pneumococcal arthritis, right hip"
Bacterial infection (other),M00151,0,"Pneumococcal arthritis, right hip"
Bacterial infection (other),M00152,0,"Pneumococcal arthritis, left hip"
Bacterial infection (other),M00152,0,"Pneumococcal arthritis, left hip"
Bacterial infection (other),M00159,0,"Pneumococcal arthritis, unspecified hip"
Bacterial infection (other),M00159,0,"Pneumococcal arthritis, unspecified hip"
Bacterial infection (other),M00161,0,"Pneumococcal arthritis, right knee"
Bacterial infection (other),M00161,0,"Pneumococcal arthritis, right knee"
Bacterial infection (other),M00162,0,"Pneumococcal arthritis, left knee"
Bacterial infection (other),M00162,0,"Pneumococcal arthritis, left knee"
Bacterial infection (other),M00169,0,"Pneumococcal arthritis, unspecified knee"
Bacterial infection (other),M00169,0,"Pneumococcal arthritis, unspecified knee"
Bacterial infection (other),M00171,0,"Pneumococcal arthritis, right ankle and foot"
Bacterial infection (other),M00171,0,"Pneumococcal arthritis, right ankle and foot"
Bacterial infection (other),M00172,0,"Pneumococcal arthritis, left ankle and foot"
Bacterial infection (other),M00172,0,"Pneumococcal arthritis, left ankle and foot"
Bacterial infection (other),M00179,0,"Pneumococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M00179,0,"Pneumococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M0018,0,"Pneumococcal arthritis, vertebrae"
Bacterial infection (other),M0018,0,"Pneumococcal arthritis, vertebrae"
Bacterial infection (other),M0019,0,Pneumococcal polyarthritis
Bacterial infection (other),M0019,0,Pneumococcal polyarthritis
Bacterial infection (other),M0020,0,"Other streptococcal arthritis, unspecified joint"
Bacterial infection (other),M0020,0,"Other streptococcal arthritis, unspecified joint"
Bacterial infection (other),M00211,0,"Other streptococcal arthritis, right shoulder"
Bacterial infection (other),M00211,0,"Other streptococcal arthritis, right shoulder"
Bacterial infection (other),M00212,0,"Other streptococcal arthritis, left shoulder"
Bacterial infection (other),M00212,0,"Other streptococcal arthritis, left shoulder"
Bacterial infection (other),M00219,0,"Other streptococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00219,0,"Other streptococcal arthritis, unspecified shoulder"
Bacterial infection (other),M00221,0,"Other streptococcal arthritis, right elbow"
Bacterial infection (other),M00221,0,"Other streptococcal arthritis, right elbow"
Bacterial infection (other),M00222,0,"Other streptococcal arthritis, left elbow"
Bacterial infection (other),M00222,0,"Other streptococcal arthritis, left elbow"
Bacterial infection (other),M00229,0,"Other streptococcal arthritis, unspecified elbow"
Bacterial infection (other),M00229,0,"Other streptococcal arthritis, unspecified elbow"
Bacterial infection (other),M00231,0,"Other streptococcal arthritis, right wrist"
Bacterial infection (other),M00231,0,"Other streptococcal arthritis, right wrist"
Bacterial infection (other),M00232,0,"Other streptococcal arthritis, left wrist"
Bacterial infection (other),M00232,0,"Other streptococcal arthritis, left wrist"
Bacterial infection (other),M00239,0,"Other streptococcal arthritis, unspecified wrist"
Bacterial infection (other),M00239,0,"Other streptococcal arthritis, unspecified wrist"
Bacterial infection (other),M00241,0,"Other streptococcal arthritis, right hand"
Bacterial infection (other),M00241,0,"Other streptococcal arthritis, right hand"
Bacterial infection (other),M00242,0,"Other streptococcal arthritis, left hand"
Bacterial infection (other),M00242,0,"Other streptococcal arthritis, left hand"
Bacterial infection (other),M00249,0,"Other streptococcal arthritis, unspecified hand"
Bacterial infection (other),M00249,0,"Other streptococcal arthritis, unspecified hand"
Bacterial infection (other),M00251,0,"Other streptococcal arthritis, right hip"
Bacterial infection (other),M00251,0,"Other streptococcal arthritis, right hip"
Bacterial infection (other),M00252,0,"Other streptococcal arthritis, left hip"
Bacterial infection (other),M00252,0,"Other streptococcal arthritis, left hip"
Bacterial infection (other),M00259,0,"Other streptococcal arthritis, unspecified hip"
Bacterial infection (other),M00259,0,"Other streptococcal arthritis, unspecified hip"
Bacterial infection (other),M00261,0,"Other streptococcal arthritis, right knee"
Bacterial infection (other),M00261,0,"Other streptococcal arthritis, right knee"
Bacterial infection (other),M00262,0,"Other streptococcal arthritis, left knee"
Bacterial infection (other),M00262,0,"Other streptococcal arthritis, left knee"
Bacterial infection (other),M00269,0,"Other streptococcal arthritis, unspecified knee"
Bacterial infection (other),M00269,0,"Other streptococcal arthritis, unspecified knee"
Bacterial infection (other),M00271,0,"Other streptococcal arthritis, right ankle and foot"
Bacterial infection (other),M00271,0,"Other streptococcal arthritis, right ankle and foot"
Bacterial infection (other),M00272,0,"Other streptococcal arthritis, left ankle and foot"
Bacterial infection (other),M00272,0,"Other streptococcal arthritis, left ankle and foot"
Bacterial infection (other),M00279,0,"Other streptococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M00279,0,"Other streptococcal arthritis, unspecified ankle and foot"
Bacterial infection (other),M0028,0,"Other streptococcal arthritis, vertebrae"
Bacterial infection (other),M0028,0,"Other streptococcal arthritis, vertebrae"
Bacterial infection (other),M0029,0,Other streptococcal polyarthritis
Bacterial infection (other),M0029,0,Other streptococcal polyarthritis
Bacterial infection (other),M0080,0,"Arthritis due to other bacteria, unspecified joint"
Bacterial infection (other),M0080,0,"Arthritis due to other bacteria, unspecified joint"
Bacterial infection (other),M00811,0,"Arthritis due to other bacteria, right shoulder"
Bacterial infection (other),M00811,0,"Arthritis due to other bacteria, right shoulder"
Bacterial infection (other),M00812,0,"Arthritis due to other bacteria, left shoulder"
Bacterial infection (other),M00812,0,"Arthritis due to other bacteria, left shoulder"
Bacterial infection (other),M00819,0,"Arthritis due to other bacteria, unspecified shoulder"
Bacterial infection (other),M00819,0,"Arthritis due to other bacteria, unspecified shoulder"
Bacterial infection (other),M00821,0,"Arthritis due to other bacteria, right elbow"
Bacterial infection (other),M00821,0,"Arthritis due to other bacteria, right elbow"
Bacterial infection (other),M00822,0,"Arthritis due to other bacteria, left elbow"
Bacterial infection (other),M00822,0,"Arthritis due to other bacteria, left elbow"
Bacterial infection (other),M00829,0,"Arthritis due to other bacteria, unspecified elbow"
Bacterial infection (other),M00829,0,"Arthritis due to other bacteria, unspecified elbow"
Bacterial infection (other),M00831,0,"Arthritis due to other bacteria, right wrist"
Bacterial infection (other),M00831,0,"Arthritis due to other bacteria, right wrist"
Bacterial infection (other),M00832,0,"Arthritis due to other bacteria, left wrist"
Bacterial infection (other),M00832,0,"Arthritis due to other bacteria, left wrist"
Bacterial infection (other),M00839,0,"Arthritis due to other bacteria, unspecified wrist"
Bacterial infection (other),M00839,0,"Arthritis due to other bacteria, unspecified wrist"
Bacterial infection (other),M00841,0,"Arthritis due to other bacteria, right hand"
Bacterial infection (other),M00841,0,"Arthritis due to other bacteria, right hand"
Bacterial infection (other),M00842,0,"Arthritis due to other bacteria, left hand"
Bacterial infection (other),M00842,0,"Arthritis due to other bacteria, left hand"
Bacterial infection (other),M00849,0,"Arthritis due to other bacteria, unspecified hand"
Bacterial infection (other),M00849,0,"Arthritis due to other bacteria, unspecified hand"
Bacterial infection (other),M00851,0,"Arthritis due to other bacteria, right hip"
Bacterial infection (other),M00851,0,"Arthritis due to other bacteria, right hip"
Bacterial infection (other),M00852,0,"Arthritis due to other bacteria, left hip"
Bacterial infection (other),M00852,0,"Arthritis due to other bacteria, left hip"
Bacterial infection (other),M00859,0,"Arthritis due to other bacteria, unspecified hip"
Bacterial infection (other),M00859,0,"Arthritis due to other bacteria, unspecified hip"
Bacterial infection (other),M00861,0,"Arthritis due to other bacteria, right knee"
Bacterial infection (other),M00861,0,"Arthritis due to other bacteria, right knee"
Bacterial infection (other),M00862,0,"Arthritis due to other bacteria, left knee"
Bacterial infection (other),M00862,0,"Arthritis due to other bacteria, left knee"
Bacterial infection (other),M00869,0,"Arthritis due to other bacteria, unspecified knee"
Bacterial infection (other),M00869,0,"Arthritis due to other bacteria, unspecified knee"
Bacterial infection (other),M00871,0,"Arthritis due to other bacteria, right ankle and foot"
Bacterial infection (other),M00871,0,"Arthritis due to other bacteria, right ankle and foot"
Bacterial infection (other),M00872,0,"Arthritis due to other bacteria, left ankle and foot"
Bacterial infection (other),M00872,0,"Arthritis due to other bacteria, left ankle and foot"
Bacterial infection (other),M00879,0,"Arthritis due to other bacteria, unspecified ankle and foot"
Bacterial infection (other),M00879,0,"Arthritis due to other bacteria, unspecified ankle and foot"
Bacterial infection (other),M0088,0,"Arthritis due to other bacteria, vertebrae"
Bacterial infection (other),M0088,0,"Arthritis due to other bacteria, vertebrae"
Bacterial infection (other),M0089,0,Polyarthritis due to other bacteria
Bacterial infection (other),M0089,0,Polyarthritis due to other bacteria
Bacterial infection (other),M009,0,"Pyogenic arthritis, unspecified"
Bacterial infection (other),M009,0,"Pyogenic arthritis, unspecified"
UTI,N10,0,Acute pyelonephritis
UTI,N110,0,Nonobstructive reflux-associated chronic pyelonephritis
UTI,N111,0,Chronic obstructive pyelonephritis
UTI,N118,0,Other chronic tubulo-interstitial nephritis
UTI,N119,0,"Chronic tubulo-interstitial nephritis, unspecified"
UTI,N12,0,"Tubulo-interstitial nephritis, not specified as acute or chronic"
UTI,N136,0,Pyonephrosis
UTI,N151,0,Renal and perinephric abscess
UTI,N3000,0,Acute cystitis without hematuria
UTI,N3001,0,Acute cystitis with hematuria
UTI,N3001,0,Acute cystitis with hematuria
UTI,N3010,0,Interstitial cystitis (chronic) without hematuria
UTI,N3011,0,Interstitial cystitis (chronic) with hematuria
UTI,N3011,0,Interstitial cystitis (chronic) with hematuria
UTI,N3020,0,Other chronic cystitis without hematuria
UTI,N3021,0,Other chronic cystitis with hematuria
UTI,N3021,0,Other chronic cystitis with hematuria
UTI,N3030,0,Trigonitis without hematuria
UTI,N3031,0,Trigonitis with hematuria
UTI,N3031,0,Trigonitis with hematuria
UTI,N3040,0,Irradiation cystitis without hematuria
UTI,N3041,0,Irradiation cystitis with hematuria
UTI,N3041,0,Irradiation cystitis with hematuria
UTI,N3080,0,Other cystitis without hematuria
UTI,N3081,0,Other cystitis with hematuria
UTI,N3081,0,Other cystitis with hematuria
UTI,N3090,0,"Cystitis, unspecified without hematuria"
UTI,N3091,0,"Cystitis, unspecified with hematuria"
UTI,N3091,0,"Cystitis, unspecified with hematuria"
UTI,N340,0,Urethral abscess
UTI,N341,0,Nonspecific urethritis
UTI,N342,0,Other urethritis
UTI,N343,0,"Urethral syndrome, unspecified"
UTI,N390,0,"Urinary tract infection, site not specified"
UTI,O2300,0,"Infections of kidney in pregnancy, unspecified trimester"
UTI,O2300,0,"Infections of kidney in pregnancy, unspecified trimester"
UTI,O2301,0,"Infections of kidney in pregnancy, first trimester"
UTI,O2301,0,"Infections of kidney in pregnancy, first trimester"
UTI,O2302,0,"Infections of kidney in pregnancy, second trimester"
UTI,O2302,0,"Infections of kidney in pregnancy, second trimester"
UTI,O2303,0,"Infections of kidney in pregnancy, third trimester"
UTI,O2303,0,"Infections of kidney in pregnancy, third trimester"
UTI,O2310,0,"Infections of bladder in pregnancy, unspecified trimester"
UTI,O2310,0,"Infections of bladder in pregnancy, unspecified trimester"
UTI,O2311,0,"Infections of bladder in pregnancy, first trimester"
UTI,O2311,0,"Infections of bladder in pregnancy, first trimester"
UTI,O2312,0,"Infections of bladder in pregnancy, second trimester"
UTI,O2312,0,"Infections of bladder in pregnancy, second trimester"
UTI,O2313,0,"Infections of bladder in pregnancy, third trimester"
UTI,O2313,0,"Infections of bladder in pregnancy, third trimester"
UTI,O2320,0,"Infections of urethra in pregnancy, unspecified trimester"
UTI,O2320,0,"Infections of urethra in pregnancy, unspecified trimester"
UTI,O2321,0,"Infections of urethra in pregnancy, first trimester"
UTI,O2321,0,"Infections of urethra in pregnancy, first trimester"
UTI,O2322,0,"Infections of urethra in pregnancy, second trimester"
UTI,O2322,0,"Infections of urethra in pregnancy, second trimester"
UTI,O2323,0,"Infections of urethra in pregnancy, third trimester"
UTI,O2323,0,"Infections of urethra in pregnancy, third trimester"
UTI,O2330,0,"Infections of other parts of urinary tract in pregnancy, unspecified trimester"
UTI,O2330,0,"Infections of other parts of urinary tract in pregnancy, unspecified trimester"
UTI,O2331,0,"Infections of other parts of urinary tract in pregnancy, first trimester"
UTI,O2331,0,"Infections of other parts of urinary tract in pregnancy, first trimester"
UTI,O2332,0,"Infections of other parts of urinary tract in pregnancy, second trimester"
UTI,O2332,0,"Infections of other parts of urinary tract in pregnancy, second trimester"
UTI,O2333,0,"Infections of other parts of urinary tract in pregnancy, third trimester"
UTI,O2333,0,"Infections of other parts of urinary tract in pregnancy, third trimester"
UTI,O2340,0,"Unspecified infection of urinary tract in pregnancy, unspecified trimester"
UTI,O2340,0,"Unspecified infection of urinary tract in pregnancy, unspecified trimester"
UTI,O2341,0,"Unspecified infection of urinary tract in pregnancy, first trimester"
UTI,O2341,0,"Unspecified infection of urinary tract in pregnancy, first trimester"
UTI,O2342,0,"Unspecified infection of urinary tract in pregnancy, second trimester"
UTI,O2342,0,"Unspecified infection of urinary tract in pregnancy, second trimester"
UTI,O2343,0,"Unspecified infection of urinary tract in pregnancy, third trimester"
UTI,O2343,0,"Unspecified infection of urinary tract in pregnancy, third trimester"
Viral infection,O2640,0,"Herpes gestationis, unspecified trimester"
Viral infection,O2640,0,"Herpes gestationis, unspecified trimester"
Viral infection,O2641,0,"Herpes gestationis, first trimester"
Viral infection,O2641,0,"Herpes gestationis, first trimester"
Viral infection,O2642,0,"Herpes gestationis, second trimester"
Viral infection,O2642,0,"Herpes gestationis, second trimester"
Viral infection,O2643,0,"Herpes gestationis, third trimester"
Viral infection,O2643,0,"Herpes gestationis, third trimester"
UTI,O8620,0,"Urinary tract infection following delivery, unspecified"
UTI,O8620,0,"Urinary tract infection following delivery, unspecified"
UTI,O8621,0,Infection of kidney following delivery
UTI,O8621,0,Infection of kidney following delivery
UTI,O8622,0,Infection of bladder following delivery
UTI,O8622,0,Infection of bladder following delivery
UTI,O8629,0,Other urinary tract infection following delivery
UTI,O8629,0,Other urinary tract infection following delivery
Viral infection,P230,0,Congenital pneumonia due to viral agent
Viral infection,P230,0,Congenital pneumonia due to viral agent
Viral infection,P230,0,Congenital pneumonia due to viral agent
Bacterial infection (other),P231,0,Congenital pneumonia due to Chlamydia
Bacterial infection (other),P231,0,Congenital pneumonia due to Chlamydia
Bacterial infection (other),P231,0,Congenital pneumonia due to Chlamydia
Bacterial infection (other),P232,0,Congenital pneumonia due to staphylococcus
Bacterial infection (other),P232,0,Congenital pneumonia due to staphylococcus
Bacterial infection (other),P232,0,Congenital pneumonia due to staphylococcus
Bacterial infection (other),P233,0,"Congenital pneumonia due to streptococcus, group B"
Bacterial infection (other),P233,0,"Congenital pneumonia due to streptococcus, group B"
Bacterial infection (other),P233,0,"Congenital pneumonia due to streptococcus, group B"
Bacterial infection (other),P234,0,Congenital pneumonia due to Escherichia coli
Bacterial infection (other),P234,0,Congenital pneumonia due to Escherichia coli
Bacterial infection (other),P234,0,Congenital pneumonia due to Escherichia coli
Bacterial infection (other),P235,0,Congenital pneumonia due to Pseudomonas
Bacterial infection (other),P235,0,Congenital pneumonia due to Pseudomonas
Bacterial infection (other),P235,0,Congenital pneumonia due to Pseudomonas
Bacterial infection (other),P236,0,Congenital pneumonia due to other bacterial agents
Bacterial infection (other),P236,0,Congenital pneumonia due to other bacterial agents
Bacterial infection (other),P236,0,Congenital pneumonia due to other bacterial agents
Viral infection,P350,0,Congenital rubella syndrome
Viral infection,P350,0,Congenital rubella syndrome
Viral infection,P351,0,Congenital cytomegalovirus infection
Viral infection,P351,0,Congenital cytomegalovirus infection
Viral infection,P352,0,Congenital herpesviral [herpes simplex] infection
Viral infection,P352,0,Congenital herpesviral [herpes simplex] infection
Viral infection,P354,0,Congenital Zika virus disease
Viral infection,P354,0,Congenital Zika virus disease
Viral infection,P358,0,Other congenital viral diseases
Viral infection,P358,0,Other congenital viral diseases
Viral infection,P359,0,"Congenital viral disease, unspecified"
Viral infection,P359,0,"Congenital viral disease, unspecified"
Bacterial infection (other),P360,0,"Sepsis of newborn due to streptococcus, group B"
Bacterial infection (other),P360,0,"Sepsis of newborn due to streptococcus, group B"
Bacterial infection (other),P360,0,"Sepsis of newborn due to streptococcus, group B"
Bacterial infection (other),P3610,0,Sepsis of newborn due to unspecified streptococci
Bacterial infection (other),P3610,0,Sepsis of newborn due to unspecified streptococci
Bacterial infection (other),P3610,0,Sepsis of newborn due to unspecified streptococci
Bacterial infection (other),P3619,0,Sepsis of newborn due to other streptococci
Bacterial infection (other),P3619,0,Sepsis of newborn due to other streptococci
Bacterial infection (other),P3619,0,Sepsis of newborn due to other streptococci
Bacterial infection (other),P362,0,Sepsis of newborn due to Staphylococcus aureus
Bacterial infection (other),P362,0,Sepsis of newborn due to Staphylococcus aureus
Bacterial infection (other),P362,0,Sepsis of newborn due to Staphylococcus aureus
Bacterial infection (other),P3630,0,Sepsis of newborn due to unspecified staphylococci
Bacterial infection (other),P3630,0,Sepsis of newborn due to unspecified staphylococci
Bacterial infection (other),P3630,0,Sepsis of newborn due to unspecified staphylococci
Bacterial infection (other),P3639,0,Sepsis of newborn due to other staphylococci
Bacterial infection (other),P3639,0,Sepsis of newborn due to other staphylococci
Bacterial infection (other),P3639,0,Sepsis of newborn due to other staphylococci
Bacterial infection (other),P364,0,Sepsis of newborn due to Escherichia coli
Bacterial infection (other),P364,0,Sepsis of newborn due to Escherichia coli
Bacterial infection (other),P364,0,Sepsis of newborn due to Escherichia coli
Bacterial infection (other),P365,0,Sepsis of newborn due to anaerobes
Bacterial infection (other),P365,0,Sepsis of newborn due to anaerobes
